1	3.45339371592837e-153
2	1.951628656053e-152
3	1.09817170076815e-151
4	6.15269347916746e-151
5	3.43227661089246e-150
6	1.90643170513583e-149
7	1.05434366498467e-148
8	5.80584054143084e-148
9	3.18324440364832e-147
10	1.73778816264701e-146
11	9.44595026892368e-146
12	5.11230133706658e-145
13	2.75492134880357e-144
14	1.47816846930444e-143
15	7.89697264353553e-143
16	4.20067713413567e-142
17	2.22484593103184e-141
18	1.17328238538148e-140
19	6.16065841156319e-140
20	3.22087357030321e-139
21	1.67664916098288e-138
22	8.69025827716826e-138
23	4.48482128799422e-137
24	2.3045151606642e-136
25	1.1790601656241e-135
26	6.00640115331867e-135
27	3.04659462426158e-134
28	1.53863985739142e-133
29	7.73715424828801e-133
30	3.87389193491064e-132
31	1.93123764286023e-131
32	9.58618716415569e-131
33	4.73781457912625e-130
34	2.33148263827862e-129
35	1.14237392415149e-128
36	5.57322205014521e-128
37	2.70723765423729e-127
38	1.30938809165523e-126
39	6.30568630478199e-126
40	3.02355801611816e-125
41	1.44353135182137e-124
42	6.86208518317236e-124
43	3.24793970927772e-123
44	1.53067074840864e-122
45	7.18253211348548e-122
46	3.3557943605457e-121
47	1.56111563431551e-120
48	7.23097360433692e-120
49	3.33488182678768e-119
50	1.53139100477669e-118
51	7.001864535654e-118
52	3.18759609826411e-117
53	1.4448901773792e-116
54	6.52121262379081e-116
55	2.93051434970826e-115
56	1.31123735732159e-114
57	5.84172011105737e-114
58	2.59132655962343e-113
59	1.14452561622593e-112
60	5.0332773031415e-112
61	2.20393188805608e-111
62	9.60876227786253e-111
63	4.17117776913462e-110
64	1.80290116430876e-109
65	7.75902424622394e-109
66	3.32479037485537e-108
67	1.41854591689891e-107
68	6.02621326728387e-107
69	2.54898668161559e-106
70	1.07352609381999e-105
71	4.50173176221112e-105
72	1.87961365861678e-104
73	7.81411035961976e-104
74	3.23453949638875e-103
75	1.33311417557284e-102
76	5.47071643136773e-102
77	2.23533712828641e-101
78	9.09418592806942e-101
79	3.68388951062023e-100
80	1.48583756167701e-99
81	5.96702750546215e-99
82	2.38597954586877e-98
83	9.49942597122505e-98
84	3.76573694191464e-97
85	1.48636190094087e-96
86	5.84145614484098e-96
87	2.28580746195843e-95
88	8.90594772247598e-95
89	3.45495668294104e-94
90	1.33452600717214e-93
91	5.13255304525412e-93
92	1.96544919023178e-92
93	7.49397371665408e-92
94	2.84501447139996e-91
95	1.07542162168891e-90
96	4.04757605220683e-90
97	1.51681718829742e-89
98	5.65970030495327e-89
99	2.10269168889375e-88
100	7.77821119867768e-88
101	2.86487603220635e-87
102	1.05063994081239e-86
103	3.83640059166277e-86
104	1.39481292022123e-85
105	5.04928568818454e-85
106	1.81997698347502e-84
107	6.53166372363412e-84
108	2.3340153555751e-83
109	8.3043485734405e-83
110	2.94191012858156e-82
111	1.03770808983816e-81
112	3.64454211574397e-81
113	1.27447908793376e-80
114	4.43756190094016e-80
115	1.53843129009525e-79
116	5.31047971711792e-79
117	1.82520384188475e-78
118	6.24612920852795e-78
119	2.12829842339021e-77
120	7.22064598005605e-77
121	2.43916708915915e-76
122	8.20406363777594e-76
123	2.74750479565426e-75
124	9.16156922768335e-75
125	3.04174810316539e-74
126	1.00553824646484e-73
127	3.30975549512559e-73
128	1.08471388542836e-72
129	3.53961850664545e-72
130	1.15005784399749e-71
131	3.72053060658596e-71
132	1.1984282792749e-70
133	3.84362655557262e-70
134	1.22741744583251e-69
135	3.90270179517955e-69
136	1.23555025408166e-68
137	3.89473066811933e-68
138	1.22240865484693e-67
139	3.82012322164384e-67
140	1.18866724963806e-66
141	3.6826902526979e-66
142	1.13603590409554e-65
143	3.48932074272405e-65
144	1.0671161601599e-64
145	3.24940969012613e-64
146	9.85188231824544e-64
147	2.97410248300698e-63
148	8.93952850299481e-63
149	2.67544031585353e-62
150	7.97256173010596e-62
151	2.36549744818501e-61
152	6.98825987664773e-61
153	2.05559512896802e-60
154	6.02043792136472e-60
155	1.75566056842318e-59
156	5.09770849631316e-59
157	1.47377576147541e-58
158	4.24238219635599e-58
159	1.21593439452021e-57
160	3.47002389069763e-57
161	9.85999639688173e-57
162	2.78960695675028e-56
163	7.85834783996269e-56
164	2.20415153667782e-55
165	6.15564576487127e-55
166	1.71170043176234e-54
167	4.73918727170272e-54
168	1.30647754723415e-53
169	3.58609673346269e-53
170	9.80085626201635e-53
171	2.66703066646769e-52
172	7.22626641057261e-52
173	1.94949397678824e-51
174	5.23662888072178e-51
175	1.40056627742524e-50
176	3.72973094435862e-50
177	9.88947671094821e-50
178	2.61090512166332e-49
179	6.86326610896727e-49
180	1.79635660767254e-48
181	4.68140530929564e-48
182	1.21473599502661e-47
183	3.13840890809139e-47
184	8.07344934582994e-47
185	2.06790551542971e-46
186	5.27380694888863e-46
187	1.33918240450021e-45
188	3.38592403834383e-45
189	8.52386684275296e-45
190	2.13657465592659e-44
191	5.33238450900371e-44
192	1.32509438446435e-43
193	3.27864306271001e-43
194	8.07724830345009e-43
195	1.98132034292772e-42
196	4.83913717545715e-42
197	1.17680129524858e-41
198	2.84944521885775e-41
199	6.86972664159608e-41
200	1.6490756156163e-40
201	3.94151926529927e-40
202	9.38012675583369e-40
203	2.22267380106061e-39
204	5.24402463913619e-39
205	1.23190065599085e-38
206	2.88143362058305e-38
207	6.71063351859257e-38
208	1.55611036003138e-37
209	3.59285124330959e-37
210	8.25961963879289e-37
211	1.89061382790888e-36
212	4.30891157231806e-36
213	9.77809613875793e-36
214	2.20934223144681e-35
215	4.97042648953002e-35
216	1.11338735845546e-34
217	2.48325252981423e-34
218	5.51464368734154e-34
219	1.21937137946908e-33
220	2.68458096984875e-33
221	5.88489864094763e-33
222	1.28446843669581e-32
223	2.79145001939346e-32
224	6.0402963356088e-32
225	1.3013934141842e-31
226	2.79177834032346e-31
227	5.96314311088377e-31
228	1.26821095600498e-30
229	2.68552833532519e-30
230	5.66226182142245e-30
231	1.18869962330779e-29
232	2.4847132322869e-29
233	5.17133164220328e-29
234	1.07164385435563e-28
235	2.21116186103855e-28
236	4.54268436142673e-28
237	9.29237138196398e-28
238	1.89261607827365e-27
239	3.83813690326383e-27
240	7.74997618240158e-27
241	1.55812481335327e-26
242	3.11907695271376e-26
243	6.21687170733003e-26
244	1.23378558178406e-25
245	2.43797611191894e-25
246	4.7966846892554e-25
247	9.39668927050578e-25
248	1.83286522121774e-24
249	3.55965710309509e-24
250	6.88347547281307e-24
251	1.32534621874249e-23
252	2.54081407914614e-23
253	4.84996272701088e-23
254	9.21777036064586e-23
255	1.74435686114976e-22
256	3.28675067605942e-22
257	6.16623616239747e-22
258	1.15184891252097e-21
259	2.14236196402388e-21
260	3.96745629697949e-21
261	7.31565849319121e-21
262	1.34312572012266e-20
263	2.45528481263893e-20
264	4.46898666800948e-20
265	8.09912702619003e-20
266	1.46146807100639e-19
267	2.62580470814281e-19
268	4.69739935180519e-19
269	8.36709141962567e-19
270	1.48393034074678e-18
271	2.62044159713348e-18
272	4.60741598695213e-18
273	8.06607646578172e-18
274	1.40601260584759e-17
275	2.44027102864946e-17
276	4.2170512904787e-17
277	7.2560734845596e-17
278	1.2431296678683e-16
279	2.12057267011741e-16
280	3.60173584835671e-16
281	6.09105508055745e-16
282	1.02564050754663e-15
283	1.71956965613543e-15
284	2.87055816095443e-15
285	4.77127993998405e-15
286	7.8963322848213e-15
287	1.30118156833529e-14
288	2.13487454861601e-14
289	3.48761700475261e-14
290	5.67292684416751e-14
291	9.18771572911423e-14
292	1.48159630328996e-13
293	2.37888907462097e-13
294	3.80312384132469e-13
295	6.05380897991081e-13
296	9.59486632795298e-13
297	1.51415771575319e-12
298	2.37916887152506e-12
299	3.72221447673969e-12
300	5.79828407046298e-12
301	8.99330977683297e-12
302	1.38886996875027e-11
303	2.13562792743624e-11
304	3.26972754084625e-11
305	4.98447599837768e-11
306	7.56570533503428e-11
307	1.14340820923645e-10
308	1.72058114393961e-10
309	2.57792917802659e-10
310	3.84581841655013e-10
311	5.7125305729353e-10
312	8.44870740202596e-10
313	1.24415351808843e-09
314	1.82423021167512e-09
315	2.66322148499697e-09
316	3.87130062217549e-09
317	5.60310135811214e-09
318	8.07461882610268e-09
319	1.15861074282467e-08
320	1.65529362273161e-08
321	2.35469413740296e-08
322	3.33515431339802e-08
323	4.70348034192746e-08
324	6.60457236948627e-08
325	9.23404620220068e-08
326	1.2854682455244e-07
327	1.7817740617392e-07
328	2.45904163316708e-07
329	3.37910043932991e-07
330	4.6233661578109e-07
331	6.29850456487228e-07
332	8.54355416189578e-07
333	1.15388273519846e-06
334	1.55169636760753e-06
335	2.07765666465025e-06
336	2.7698917019125e-06
337	3.67683183101678e-06
338	4.85966927319839e-06
339	6.39531044883513e-06
340	8.37989386952648e-06
341	1.09329503333861e-05
342	1.42022842911978e-05
343	1.836965492862e-05
344	2.36573319878011e-05
345	3.03355938065115e-05
346	3.87312226077983e-05
347	4.92370338310727e-05
348	6.23224513807001e-05
349	7.8545108279495e-05
350	9.85634116897073e-05
351	0.000123149962153609
352	0.000153205659054978
353	0.000189774257938814
354	0.00023405707114657
355	0.000287427422478353
356	0.000351444381158537
357	0.000427865212814512
358	0.000518655898747379
359	0.000625998993450961
360	0.000752298018753303
361	0.000900177536309064
362	0.00107247800407553
363	0.0012722445126872
364	0.00150270852008819
365	0.00176726176281939
